dataset_id,premise,positive_hypothesis,negative_hypothesis,correct_polarity
79247,Amancio Ortega Gaona ([aˈmanθjo orˈteɣa ɣaˈona]; narozen 28. března 1936) je španělský obchodní magnát.,Dne 28. března 1936 se narodil Amancio Ortega.,Dne 28. března 1936 se nenarodil Amancio Ortega.,P
183918,Gotham City Sirens je americká komiksová série byla napsána Paulem Dinim s kresbou Guillema Marche a vydána DC Comics. První číslo série vyšlo v červnu 2009 v rámci obnovení série Batman: Reborn ve všech batmanovských titulech DC.,Gotham City Sirens se podařilo vydat.,Gotham City Sirens se nepodařilo vydat.,P
117998,"SZA (zpěvačka). SZA je neosoulová zpěvačka, jejíž hudba je popisována jako alternativní R&B s prvky soulu, hip hopu, minimalistického R&B, cloud rapu, éterického R&B, witch house a chillwave.",SZA je neo soulová zpěvačka.,SZA není neo soulová zpěvačka.,P
163798,"Ukrajinská sovětská socialistická republika (Ukrajinská SSR nebo UkrSSR či UkSSR; Украї́нська Радя́нська Соціалісти́чна Респу́бліка, Украї́нська РСР Украин́нская Сове́тская Социалисти́ческая Респу́блика, Укра́нская ССР viz oddíl ""Název"" níže), v angličtině běžně označovaná jako Ukraine ([juːˈkreɪn] Україна, tr. Ukrayina [ukrɑˈjinɑ]), byla jednou z republik tvořících Sovětský svaz od jeho vzniku v roce 1922 až do jeho rozpadu v roce 1991.",Ukrajinská sovětská socialistická republika byla v OSN.,Ukrajinská sovětská socialistická republika nebyla v OSN.,P
5080,"The Times. Pod tímto názvem začal vycházet v roce 1785, svůj současný název přijal 1. ledna 1788. The Times a jeho sesterský list The Sunday Times (založený v roce 1821) vydává společnost Times Newspapers, od roku 1981 dceřiná společnost News UK, která je sama plně vlastněna společností News Corp.. The Times a The Sunday Times nemají společnou redakci, byly založeny nezávisle a společného vlastníka mají teprve od roku 1967. The Times jsou první noviny, které nesou tento název, který propůjčily mnoha dalším novinám po celém světě, například The Times of India (založeny v roce 1838), The Straits Times (Singapur) (1845), The New York Times (1851), The Irish Times (1859), Le Temps (Francie) (1861-1942), The Cape Times (Jižní Afrika) (1872), Los Angeles Times (1881), Trenton Times (1882), The Seattle Times (1891), The Manila Times (1898), The Daily Times (Malawi) (1900), El Tiempo (Kolumbie) (1911), The Canberra Times (1926), Times of Malta (1935) a The Washington Times (1982). The Times byl deník, který vycházel od 13. března 1875 do 11. srpna 1902 ve Filadelfii v Pensylvánii.",The Times začaly vycházet před rokem 1785 nebo v jeho průběhu.,The Times nezačaly vycházet před rokem 1785 nebo v jeho průběhu.,N
124565,"Phoenix ([ˈfiːnᵻks]) je hlavní a nejlidnatější město amerického státu Arizona. S 1 615 017 obyvateli je Phoenix pátým nejlidnatějším městem v celé zemi, nejlidnatějším hlavním městem státu USA a jediným hlavním městem státu s více než milionem obyvatel.",Phoenix v Arizoně je hlavním městem.,Phoenix v Arizoně není hlavním městem.,P
218107,"Indický národní kongres. Kongres byl založen v roce 1885 a dovedl Indii k nezávislosti na Velké Británii a mocně ovlivnil další protikoloniální nacionalistická hnutí v britském impériu. Byl založen v Bombaji koncem prosince 1885, v době, kdy v Indii vládl britský Rádž. Od konce 19. století a zejména po roce 1920 se Kongres pod vedením Mahátmy Gándhího stal hlavním vůdcem indického hnutí za nezávislost, které mělo více než 15 milionů členů a přes 70 milionů účastníků. Indický národní kongres (organizace) nebo Kongres (O) byla politická strana v Indii, která vznikla rozštěpením Kongresové strany po vyloučení Indiry Gándhíové.",Indický národní kongres byl založen v roce 1933.,Indický národní kongres nebyl založen v roce 1933.,N
185786,Ocenění Logie Awards. Poslední slavnostní předávání cen Logie Awards 2017 se konalo 23. dubna 2017 v Crown Casinu v Melbourne.,Poslední slavnostní předávání cen Logie Awards se konalo v roce 2017 v květnu.,Poslední slavnostní předávání cen Logie Awards se nekonalo v roce 2017 v květnu.,N
44703,"Divadlo Guthrie Theater, založené v roce 1963, je centrem pro divadelní představení, produkci, vzdělávání a profesionální školení v Minneapolisu ve státě Minnesota. První budova byla navržena Ralphem Rapsonem, zahrnovala pódium s kapacitou 1 441 míst, které navrhla Tanya Moiseiwitsch, a byla provozována v letech 1963-2006.",V roce 1963 byl zahájen provoz první budovy Guthrie Theater.,V roce 1963 nebyl zahájen provoz první budovy Guthrie Theater.,P
202301,"New Jersey Turnpike. Dálnice Turnpike má 12 stop dlouhé jízdní pruhy, 10 stop dlouhá ramena, 13 odpočívadel pojmenovaných po významných obyvatelích New Jersey a neobvyklé značení výjezdů, které bylo v 50. letech 20. století považováno za vrchol dálničního stavitelství.",Silnice New Jersey Turnpike má odpočívadla pojmenovaná po významných obyvatelích New Jersey.,Silnice New Jersey Turnpike nemá odpočívadla pojmenovaná po významných obyvatelích New Jersey.,P
30961,"Georges Albert Édouard Brutus Gilles de la Tourette (30. října 1857 - 26. května 1904) byl francouzský lékař a jmenovec Tourettova syndromu, neurologického onemocnění charakterizovaného fyzickými a verbálními tiky. Tourette popsal příznaky Tourettova syndromu u devíti pacientů v roce 1884 a použil název ""maladie des tics"". Charcot na jeho počest syndrom přejmenoval na ""nemoc Gillese de la Touretta"". Kolem roku 1902 se Tourettův stav zhoršil a byl propuštěn z funkce.",Georges Gilles de la Tourette popsal příznaky Tourettova syndromu.,Georges Gilles de la Tourette nepopsal příznaky Tourettova syndromu.,P
105383,"The Paper je americký komediálně-dramatický film z roku 1994, který režíroval Ron Howard a ve kterém si zahráli Michael Keaton, Glenn Close, Marisa Tomei, Randy Quaid a Robert Duvall.",Ve filmu The Paper si hlavní roli zahrál Ryan Gosling.,Ve filmu The Paper si hlavní roli nezahrál Ryan Gosling.,N
135180,"V čínské filozofii jin a jang (také jin - jang nebo jin-jang, yīnyáng ""temný - světlý"") popisují, jak se zdánlivě protikladné nebo protichůdné síly mohou ve skutečnosti v přírodním světě doplňovat, propojovat a být na sobě závislé, a jak mohou dávat vzniknout jedna druhé, protože na sebe vzájemně působí. Symbol jin-jang (tj. tchaj-ťiou) znázorňuje rovnováhu mezi dvěma protiklady, přičemž v každé části je část opačného prvku.",Jin a jang zobrazujou rovnováhu mezi protiklady.,Jin a jang nezobrazují rovnováhu mezi protiklady.,P
35804,"Kypr. Turečtí představitelé po určitou dobu prosazovali připojení Kypru k Turecku, protože Kypr považovali za ""prodloužení Anatolie""; zatímco většinové řecké obyvatelstvo Kypru a jeho pravoslavná církev od 19. století usilovali o unii s Řeckem, která se v 50. letech 20. století stala řeckou národní politikou. Dne 15. července 1974 provedli kyperští řečtí nacionalisté a příslušníci řecké vojenské junty státní převrat s cílem dosáhnout enosis, tedy připojení Kypru k Řecku.",Došlo k pokusu o začlenění Kypru do Řecka.,nedošlo k pokusu o začlenění Kypru do Řecka.,P
116315,"Bhimrao Ramji Ambedkar (14. dubna 1891 - 6. prosince 1956), lidově známý jako Baba Saheb, byl indický právník, ekonom, politik a sociální reformátor, který inspiroval buddhistické hnutí dalitů a vedl kampaň proti sociální diskriminaci nedotknutelných (dalitů) a zároveň podporoval práva žen a pracujících. V roce 1990 bylo Ambedkarovi posmrtně uděleno nejvyšší indické civilní vyznamenání Bharat Ratna.",B. R. Ambedkar žil v roce 1990.,B. R. Ambedkar nežil v roce 1990.,N
221241,New Kids on the Block (také iniciály NKOTB) je americká chlapecká skupina z Bostonu ve státě Massachusetts.,The Block (album) bylo dosud nevydané album skupiny New Kids on the Block.,The Block (album) nebylo dosud nevydané album skupiny New Kids on the Block.,N
124578,"Gettysburgská řeč je projev amerického prezidenta Abrahama Lincolna, jeden z nejznámějších v americké historii. Lincoln ji pronesl během americké občanské války, ve čtvrtek 19. listopadu 1863 odpoledne při svěcení Národního hřbitova vojáků v Gettysburgu v Pensylvánii, čtyři a půl měsíce poté, co armády Unie porazily armády Konfederace v bitvě u Gettysburgu. Navzdory významnému místu projevu v dějinách a populární kultuře Spojených států se o jeho přesném znění a místě konání vedou spory. Pět známých rukopisů Gettysburského projevu z Lincolnovy ruky se liší v řadě detailů a liší se i od dobových novinových přetisků projevu.",Gettysburská řeč je projev.,Gettysburská řeč není projev.,P
183932,Gotham City Sirens je americká komiksová série byla napsána Paulem Dinim s kresbou Guillema Marche a vydána DC Comics.,Gotham City Sirens obsahoval kresbu.,Gotham City Sirens neobsahoval žádnou kresbu.,P
1251,"Massachusetts [mæsəˈtʃuːsᵻts] nebo [ˌmæsəˈtʃuːzᵻts]; oficiálně Massachusettský svaz, je nejlidnatější stát v oblasti Nové Anglie na severovýchodě Spojených států.","Watertown, Massachusetts se nachází v nejlidnatějším státě v Nové Anglii.","Watertown, Massachusetts se nenachází v nejlidnatějším státě v Nové Anglii.",P
116604,"Adidas AG ([ˈadiˌdas]) (od roku 1949 stylizováno jako adidas) je německá nadnárodní korporace se sídlem v Herzogenaurachu v Německu, která navrhuje a vyrábí obuv, oblečení a doplňky.",Adidas je kolumbijská společnost.,Adidas není kolumbijská společnost.,N
140663,"Mamata Banerdží ([mɔmɔt̪a bɔnd̪d̪oˈpad̪ʱˈae̯] (bengálsky - মমতা বন্দপাধ্যায়) známá také jako Didi se narodila 5. ledna 1955) je indická politička, která je od roku 2011 hlavní ministryní Západního Bengálska.",Mamata Banerdží se narodila 5. ledna 1955.,Mamata Banerdží se narodila 5. ledna 1955.,P
51154,"Kareena Kapoor. Kareena Kapoor je známá tím, že hraje nejrůznější postavy v různých filmových žánrech - od romantických komedií po kriminální dramata -, je držitelkou několika ocenění, včetně šesti Filmfare Awards, a patří k nejpopulárnějším a nejlépe placeným bollywoodským herečkám. Po tomto počátečním úspěchu následovala řada komerčních neúspěchů a opakujících se rolí, které jí přinesly negativní recenze. Dalšího úspěchu dosáhla Kapoor díky hlavní ženské roli ve dvou nejvýdělečnějších indických filmech - komediálním dramatu 3 idioti z roku 2009 a sociálním dramatu Bajrangi Bhaijaan z roku 2015 - a pochvaly se jí dostalo i za role v thrilleru Kurbaan z roku 2009 a dramatu Heroine z roku 2012.",Kareena Kapoor zažila několik neúspěchů.,Kareena Kapoor nezažila několik neúspěchů.,P
156325,"Benjamin Franklin. Franklin byl uznávaný polyhistor a přední spisovatel, tiskař, politický teoretik, politik, svobodný zednář, poštmistr, vědec, vynálezce, občanský aktivista, státník a diplomat. Franklin si vysloužil titul ""první Američan"" za svou ranou a neúnavnou kampaň za koloniální jednotu, zpočátku jako autor a mluvčí několika kolonií v Londýně. Zbohatl vydáváním tohoto časopisu a almanachu Poor Richard's Almanack, jehož byl autorem pod pseudonymem ""Richard Saunders"".",Benjamin Franklin byl autorem jen zřídka.,Benjamin Franklin nebyl autorem jen zřídka.,N
206034,"The Office (americký televizní seriál). Původními výkonnými producenty byli Greg Daniels, Howard Klein, Ben Silverman, Ricky Gervais a Stephen Merchant, v pozdějších sezónách se prosadila řada dalších. Seriál debutoval na stanici NBC jako náhrada za polovinu sezóny a běžel devět sezón a 201 epizod. První sezóna Kanclu se setkala se smíšenými ohlasy, ale následující čtyři sezóny se dočkaly širokého uznání televizních kritiků. Tyto sezóny byly zařazeny do několika žebříčků nejlepších televizních seriálů podle kritiků na konci roku a získaly několik ocenění včetně čtyř cen Primetime Emmy, včetně ceny za vynikající komediální seriál v roce 2006. Zatímco pozdější sezóny byly kritizovány za pokles kvality, dřívější autoři dohlíželi na závěrečnou sezónu a ukončili seriál s pozitivním přijetím.",Seriál The Office (USA) se vysílal nultou sezónu.,Seriál The Office (USA) se nevysílal nultou sezónu.,N
20603,"Jemen. Jemen je druhou největší zemí poloostrova, zaujímá 527 970 km2 (203 850 km²).",Jemen má rozlohu 203 850 km².,Jemen nemá rozlohu 203 850 km².,N
